property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_usd_per_m2
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,45.0,1977.7777777777771
apartment,Capital Federal,Capital Federal,-34.6291609,-58.44175600000001,38.0,2289.4736842105262
house,Bs.As. G.B.A. Zona Sur,Banfield,-34.73946220000001,-58.3873307,381.0,1312.3359580052493
apartment,Capital Federal,Belgrano,-34.5600176,-58.466872,72.0,2602.777777777778
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.774553999999995,-58.4148054,160.0,812.5
apartment,Santa Fe,Rosario,-32.937035800000004,-60.677219,35.0,2010.5194285714285
apartment,Capital Federal,Villa del Parque,-34.6291609,-58.44175600000001,37.0,2297.297297297297
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7626402,-58.4244161,180.0,1388.888888888889
apartment,Capital Federal,Barrio Norte,-34.589172280700005,-58.4070699767,42.0,3111.6190476190477
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,38.0,1973.6842105263158
house,Bs.As. G.B.A. Zona Norte,Villa Ballester,-34.5399999,-58.5452538,134.0,1037.313432835821
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.425862200000005,-58.56962539999999,380.0,2105.2631578947367
apartment,Capital Federal,Barrio Norte,-34.589172280700005,-58.4070699767,37.0,3273.648648648649
apartment,Bs.As. G.B.A. Zona Sur,Temperley,-34.7770369,-58.4112019,50.0,1440.0
apartment,Capital Federal,Recoleta,-34.5908423143,-58.410622689200004,90.0,2833.333333333333
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,44.0,1977.2727272727273
apartment,Capital Federal,Barrio Norte,-34.589172280700005,-58.4070699767,41.0,3187.512195121951
apartment,Capital Federal,San Telmo,-34.6244995086,-58.37385987729999,51.0,2746.843137254902
apartment,Capital Federal,Palermo,-34.5826440465,-58.4246081617,37.0,2700.0
apartment,Bs.As. G.B.A. Zona Sur,Temperley,-34.7681835,-58.39666800000001,86.0,2325.581395348837
apartment,Santa Fe,Rosario,-32.9464074,-60.6682062,38.0,1726.786842105263
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7541235,-58.4207655,50.0,1300.0
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,37.0,2013.5135135135129
apartment,Capital Federal,Barrio Norte,-34.589172280700005,-58.4070699767,61.0,2672.1311475409834
apartment,Santa Fe,Rosario,-32.9464074,-60.6682062,34.0,1402.0917647058825
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7561801,-58.4118804,180.0,1166.6666666666667
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,85.0,1817.6470588235293
apartment,Capital Federal,Palermo,-34.5776782468,-58.412644691800004,140.0,4500.0
house,Mendoza,Mendoza,-32.873675899999995,-68.883026,330.0,969.6969696969696
apartment,Santa Fe,Rosario,-32.9456182,-60.6580799,37.0,2122.0848648648653
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7566354,-58.3777872,130.0,1076.923076923077
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,87.0,1735.632183908046
apartment,Capital Federal,Villa del Parque,-34.6022531,-58.4907486,45.0,1941.8
apartment,Santa Fe,Rosario,-32.9456182,-60.6580799,42.0,2002.9883333333328
apartment,Capital Federal,Villa del Parque,-34.6022531,-58.4907486,37.0,2099.0810810810813
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,80.0,1825.0
apartment,Mendoza,Mendoza,-32.8371933,-68.8345348,60.0,934.7278333333333
apartment,Capital Federal,Caballito,-34.628341503499996,-58.4355242757,121.0,1900.826446280992
apartment,Santa Fe,Rosario,-32.9456182,-60.6580799,34.0,1979.423823529412
apartment,Capital Federal,Villa del Parque,-34.6022531,-58.4907486,37.0,2309.0
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,73.0,1643.835616438356
apartment,Capital Federal,Recoleta,-34.594657334000004,-58.395751259099995,98.0,2959.183673469388
apartment,Capital Federal,Villa del Parque,-34.6022531,-58.4907486,45.0,2054.222222222222
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,43.0,2298.325581395349
apartment,Santa Fe,Rosario,-32.9456182,-60.6580799,67.0,1381.1650746268656
apartment,Capital Federal,Palermo,-34.5742263,-58.43304870000001,107.0,2327.1028037383176
apartment,Capital Federal,Retiro,-34.5998966909,-58.3752574616,73.0,2013.6986301369864
apartment,Capital Federal,Villa del Parque,-34.6022531,-58.4907486,37.0,2129.5135135135133
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7551881,-58.4181815,65.0,1000.0
store,Mendoza,Mendoza,-32.886249600000006,-68.8450125,170.0,1764.7058823529412
apartment,Capital Federal,Coghlan,-34.565482200000005,-58.4713245,39.0,2707.615384615385
apartment,Capital Federal,Retiro,-34.5998966909,-58.3752574616,73.0,2328.7671232876714
apartment,Capital Federal,Villa del Parque,-34.6022531,-58.4907486,37.0,2159.945945945946
house,Bs.As. G.B.A. Zona Sur,Canning,-34.880711600000005,-58.504023200000006,176.0,1363.6363636363635
house,Mendoza,Luján de Cuyo,-32.9949076,-68.8732376,160.0,1331.9873125
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4266906,-58.570501,394.0,1751.2690355329944
apartment,Capital Federal,Belgrano,-34.5629454714,-58.443619928800004,108.0,2481.481481481481
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.508315,-58.479407,107.0,4943.92523364486
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7633148,-58.3927997,39.0,2000.0
store,Capital Federal,Nuñez,-34.5519275594,-58.461217188,52.0,3269.230769230769
apartment,Capital Federal,Palermo,-34.5826440465,-58.4246081617,40.0,2575.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.521681,-58.5216205,93.0,1440.860215053763
apartment,Bs.As. G.B.A. Zona Sur,Esteban Echeverría,-34.8153399,-58.470871,55.0,1909.090909090909
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,37.0,2817.864864864865
apartment,Bs.As. G.B.A. Zona Sur,Llavallol,-34.7972425,-58.40966750000001,70.0,1400.0
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.761085200000004,-58.4063324,67.0,2014.9253731343285
apartment,Capital Federal,Palermo,-34.5826440465,-58.4246081617,40.0,2800.0
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7587279,-58.3957241,75.0,2600.0
apartment,Capital Federal,Palermo,-34.5821169834,-58.4110410543,121.0,2396.694214876033
apartment,Capital Federal,Almagro,-34.614946,-58.4128463,42.0,2023.8095238095239
house,Mendoza,Maipú,-32.9956927,-68.82852779999999,80.0,1051.568875
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,37.0,2743.054054054054
house,Capital Federal,Flores,-34.6325320647,-58.4537512087,330.0,1151.5151515151515
store,Capital Federal,Almagro,-34.615928600000004,-58.4230292,12.0,3333.333333333333
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,36.0,2963.555555555556
apartment,Bs.As. G.B.A. Zona Sur,Esteban Echeverría,-34.8228369,-58.4614315,53.0,1509.433962264151
house,Mendoza,Mendoza,-32.8902837,-68.8601341,210.0,1666.666666666667
house,Bs.As. G.B.A. Zona Sur,Glew,-34.8898485,-58.3685749,90.0,1333.3333333333333
house,Bs.As. G.B.A. Zona Sur,Cañuelas,-35.0400417,-58.75814870000001,169.0,1538.4615384615383
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7521183,-58.40523960000001,224.0,1785.7142857142858
store,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7629424,-58.398467,510.0,2941.1764705882347
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,62.0,2925.403225806452
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,94.0,2263.6914893617013
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7625521,-58.4045594,45.0,2111.1111111111113
house,Bs.As. G.B.A. Zona Norte,Villa Adelina,-34.5241415,-58.54512310000001,147.0,1680.2721088435376
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7604787,-58.40251720000001,80.0,1437.5
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7509751,-58.4004673,70.0,1714.2857142857142
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.761085200000004,-58.4063324,43.0,2325.581395348837
apartment,Capital Federal,Puerto Madero,-34.6150288,-58.362972,68.0,5000.0
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,56.0,2678.5714285714284
house,Bs.As. G.B.A. Zona Sur,Temperley,-34.7785368,-58.38361679999999,250.0,1000.0
apartment,Capital Federal,Nuñez,-34.5468172,-58.4682382,57.0,2105.2631578947367
apartment,Capital Federal,San Telmo,-34.6234668796,-58.3770932914,50.0,1600.0
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,88.0,2878.2613636363635
apartment,Capital Federal,Palermo,-34.5852069715,-58.4358618358,30.0,5000.0
apartment,Capital Federal,Recoleta,-34.595652580300005,-58.3972827175,80.0,2750.0
PH,Capital Federal,Villa Crespo,-34.605122531199996,-58.4427987032,117.0,1581.196581196581
apartment,Capital Federal,Caballito,-34.616902100000004,-58.4445245,41.0,2243.902439024391
house,Bs.As. G.B.A. Zona Sur,Almirante Brown,-34.8093706,-58.3979912,88.0,1647.7272727272727
apartment,Capital Federal,Barrio Norte,-34.603587271900004,-58.4550601913,115.0,1826.0869565217392
apartment,Capital Federal,Coghlan,-34.5654673333,-58.471218786,39.0,2758.230769230769
apartment,Capital Federal,Colegiales,-34.5907407691,-58.4487541204,39.0,2512.820512820513
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,-34.472543200000004,-58.514336,132.0,2500.0
apartment,Capital Federal,Palermo,-34.571267907,-58.4303600716,123.0,3902.439024390244
apartment,Córdoba,Córdoba,-31.3993664,-64.19020429999999,40.0,1191.778
apartment,Capital Federal,Flores,-34.623443168,-58.455030181000005,41.0,2548.780487804879
apartment,Capital Federal,Recoleta,-34.5861024664,-58.38744689600001,148.0,3175.6756756756763
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7637266,-58.3954134,30.0,2500.0
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7653552,-58.396798,92.0,1630.4347826086953
apartment,Capital Federal,Flores,-34.623443168,-58.455030181000005,41.0,2253.6585365853657
apartment,Capital Federal,Palermo,-34.5826440465,-58.4246081617,48.0,2916.666666666666
apartment,Mendoza,Mendoza,-32.8916984,-68.84285859999999,41.0,3414.634146341464
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7627355,-58.3938755,30.0,2566.6666666666665
apartment,Capital Federal,Caballito,-34.616902100000004,-58.4445245,42.0,2261.904761904762
apartment,Capital Federal,Palermo,-34.5849750508,-58.439294009399994,40.0,2800.0
apartment,Córdoba,Córdoba,-31.3952391,-64.1869277,41.0,1299.499756097561
apartment,Capital Federal,Villa Urquiza,-34.5772176016,-58.483561255699996,91.0,2527.4725274725274
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.753887899999995,-58.4239545,270.0,888.8888888888887
PH,Capital Federal,Villa Crespo,-34.6047169011,-58.4523921954,62.0,1870.967741935484
apartment,Capital Federal,Caballito,-34.616902100000004,-58.4445245,41.0,2195.121951219512
apartment,Capital Federal,Capital Federal,-34.601304406,-58.3794870754,50.0,3400.0
apartment,Capital Federal,Puerto Madero,-34.6165497998,-58.36747998550001,37.0,5810.810810810811
house,Bs.As. G.B.A. Zona Sur,Remedios de Escalada,-34.731013899999994,-58.41310840000001,180.0,500.0
apartment,Capital Federal,Palermo,-34.575238899999995,-58.4234518,90.0,5000.0
apartment,Capital Federal,Parque Patricios,-34.6294060775,-58.3981767009,67.0,1626.865671641791
house,Bs.As. G.B.A. Zona Norte,Villa Adelina,-34.5203479,-58.54628320000001,268.0,1305.9701492537313
apartment,Capital Federal,Barrio Norte,-34.5968803513,-58.412886021400006,36.0,3166.666666666666
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7672169,-58.4154858,390.0,1025.6410256410256
apartment,Capital Federal,Recoleta,-34.5885357,-58.3958583,30.0,5000.0
house,Bs.As. G.B.A. Zona Norte,San Isidro,-34.5030441,-58.5849729,513.0,1247.5633528265107
apartment,Capital Federal,Saavedra,-34.557494716,-58.4806166529,57.0,2719.2982456140357
apartment,Capital Federal,Flores,-34.627386513699996,-58.46657299939999,95.0,1684.2105263157896
apartment,Capital Federal,Saavedra,-34.557494716,-58.4806166529,57.0,2771.9298245614036
store,Capital Federal,Barracas,-34.638433560500005,-58.3722829129,540.0,646.2962962962962
house,Bs.As. G.B.A. Zona Sur,Almirante Brown,-34.8057783,-58.4053486,260.0,1461.5384615384617
store,Córdoba,Córdoba,-31.4144277,-64.1938917,21.0,2793.500952380952
apartment,Capital Federal,Saavedra,-34.557494716,-58.4806166529,78.0,2410.25641025641
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,-34.4687929,-58.52433170000001,44.0,2000.0
apartment,Capital Federal,Puerto Madero,-34.615599,-58.3667402,47.0,4255.31914893617
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7613826,-58.4042797,80.0,2500.0
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7563484,-58.411867,200.0,1345.0
house,Bs.As. G.B.A. Zona Sur,Temperley,-34.7677533,-58.3834855,71.0,2042.2535211267605
apartment,Capital Federal,Saavedra,-34.557494716,-58.4806166529,69.0,2782.608695652174
apartment,Capital Federal,Recoleta,-34.5897682,-58.3859373,114.0,2789.4736842105267
apartment,Capital Federal,Flores,-34.6268729,-58.460335,136.0,1529.411764705883
apartment,Capital Federal,Saavedra,-34.557494716,-58.4806166529,65.0,2800.0
apartment,Capital Federal,Balvanera,-34.6109558238,-58.41167829810001,59.0,1559.322033898305
apartment,Capital Federal,Palermo,-34.5782513,-58.42341379999999,25.0,2796.0
apartment,Capital Federal,Balvanera,-34.6509477997,-58.4533177535,34.0,1970.588235294117
house,Bs.As. G.B.A. Zona Sur,Temperley,-34.77509129999999,-58.37734200000001,160.0,1062.5
apartment,Capital Federal,Recoleta,-34.5909305,-58.3869283,22.0,4318.181818181818
apartment,Córdoba,Córdoba,-31.4213373,-64.18357950000001,60.0,2083.333333333333
apartment,Capital Federal,Belgrano,-34.5639935047,-58.4405453128,93.0,2795.698924731182
PH,Bs.As. G.B.A. Zona Norte,Vicente López,-34.5320091,-58.4700294,144.0,2326.3888888888887
store,Mendoza,Luján de Cuyo,-33.039795899999994,-68.87930940000001,20.0,2750.0
apartment,Capital Federal,Saavedra,-34.557494716,-58.4806166529,73.0,2219.178082191781
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.753699,-58.398224,80.0,1000.0
PH,Capital Federal,Paternal,-34.6011881327,-58.460560794799996,24.0,2458.333333333333
apartment,Capital Federal,Palermo,-34.5834473406,-58.433840081499994,130.0,4115.384615384615
apartment,Capital Federal,Saavedra,-34.557494716,-58.4806166529,85.0,2211.7647058823527
PH,Bs.As. G.B.A. Zona Norte,Florida,-34.5243539,-58.49189920000001,140.0,1414.2857142857142
apartment,Bs.As. G.B.A. Zona Sur,Temperley,-34.7598341,-58.38385890000001,60.0,1250.0
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7589695,-58.412291,199.0,904.5226130653267
apartment,Capital Federal,Almagro,-34.604156318200005,-58.411630968999994,63.0,2190.4761904761904
PH,Capital Federal,Floresta,-34.6303955167,-58.4778047975,73.0,2109.5890410958905
apartment,Capital Federal,Caballito,-34.6281857378,-58.4501811894,88.0,2840.909090909091
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7338233,-58.4224175,124.0,1451.6129032258066
PH,Bs.As. G.B.A. Zona Norte,Villa Ballester,-34.547621500000005,-58.5745402,107.0,654.2056074766355
store,Capital Federal,Constitución,-34.6209353575,-58.3814627993,109.0,1972.477064220184
store,Córdoba,Córdoba,-31.4117074,-64.1627484,20.0,2523.765000000001
PH,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.762674600000004,-58.4210329,56.0,1071.4285714285713
apartment,Capital Federal,Recoleta,-34.5928623913,-58.3843388371,87.0,2287.3563218390805
apartment,Bs.As. G.B.A. Zona Sur,Temperley,-34.7769546,-58.3936216,90.0,1555.5555555555554
house,Córdoba,Córdoba,-31.4257837,-64.1785639,200.0,850.0
PH,Capital Federal,San Nicolás,-34.60061836,-58.3865958448,100.0,1650.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.42514439999999,-58.59248470000001,90.0,2277.777777777778
apartment,Capital Federal,Villa Urquiza,-34.579031634,-58.4943599968,30.0,2600.0
house,Bs.As. G.B.A. Zona Sur,Banfield,-34.7360746,-58.4062473,415.0,951.8072289156627
apartment,Córdoba,Córdoba,-31.421626,-64.1825532,67.0,1865.6716417910445
house,Córdoba,Córdoba,-31.3203917,-64.2908745,165.0,806.0606060606059
apartment,Capital Federal,San Telmo,-34.6246352336,-58.3753574925,33.0,3000.0
apartment,Capital Federal,Villa Devoto,-34.6041610935,-58.506639489099996,41.0,2390.243902439024
apartment,Capital Federal,Monserrat,-34.610452324,-58.3791026688,73.0,2013.6986301369864
apartment,Capital Federal,Palermo,-34.5865259109,-58.414040668199995,129.0,2519.3798449612405
house,Bs.As. G.B.A. Zona Sur,Banfield,-34.7348161,-58.4157629,270.0,814.8148148148148
house,Córdoba,Córdoba,-31.3203917,-64.2908745,138.0,963.768115942029
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.508315,-58.479407,54.0,4629.62962962963
house,Bs.As. G.B.A. Zona Sur,Temperley,-34.7708649,-58.3858226,111.0,1216.2162162162165
house,Mendoza,Luján de Cuyo,-32.9946692,-68.875496,120.0,1416.666666666667
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7534023,-58.40863879999999,140.0,928.5714285714287
apartment,Capital Federal,Palermo,-34.582925692399996,-58.42187609770001,90.0,2777.777777777778
house,Córdoba,Córdoba,-31.420217200000003,-64.1685111,113.0,1061.9469026548672
apartment,Capital Federal,Flores,-34.6313761658,-58.45822881310001,60.0,2166.6666666666665
apartment,Mendoza,Mendoza,-32.8725101,-68.7738531,72.0,973.6748611111113
apartment,Capital Federal,Villa Luro,-34.6267528171,-58.5143900533,34.0,1911.764705882353
house,Bs.As. G.B.A. Zona Norte,Florida,-34.5389589,-58.5270324,260.0,846.1538461538463
PH,Bs.As. G.B.A. Zona Sur,Lanús,-34.6899822,-58.3962695,189.0,730.1587301587301
house,Bs.As. G.B.A. Zona Norte,Villa Adelina,-34.5127341,-58.5443534,355.0,985.9154929577464
apartment,Capital Federal,Recoleta,-34.5926085733,-58.4014065457,67.0,3358.2089552238813
house,Córdoba,Villa General Belgrano,-31.9502588,-64.5563714,120.0,1875.0
PH,Bs.As. G.B.A. Zona Norte,Vicente López,-34.51748370000001,-58.47793000000001,104.0,2019.2307692307693
apartment,Capital Federal,Balvanera,-34.5971194356,-58.457902253,72.0,1388.888888888889
apartment,Capital Federal,Caballito,-34.6220691131,-58.4545078034,50.0,2300.0
house,Bs.As. G.B.A. Zona Norte,Villa Adelina,-34.5066449,-58.5441654,225.0,1244.4444444444443
apartment,Córdoba,Villa General Belgrano,-31.9703049,-64.549226,70.0,1285.7142857142858
apartment,Capital Federal,Congreso,-34.6083633445,-58.3964234667,68.0,1911.764705882353
house,Mendoza,Mendoza,-32.8838013,-68.84567059999999,328.0,632.6512195121951
apartment,Capital Federal,Caballito,-34.6220691131,-58.4545078034,41.0,2390.243902439024
apartment,Capital Federal,Caballito,-34.6175477439,-58.446572201,47.0,2319.148936170213
apartment,Santa Fe,Rosario,-32.9554219,-60.64479220000001,31.0,2351.8958064516128
apartment,Mendoza,Mendoza,-32.893167600000005,-68.84405109999999,50.0,1031.9396000000004
apartment,Córdoba,Córdoba,-31.4126562,-64.1703613,45.0,1308.6191111111114
