property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_usd_per_m2
house,Bs.As. G.B.A. Zona Sur,Banfield,-34.7419521,-58.4033041,525.0,1733.333333333333
apartment,Capital Federal,Villa Real,-34.6255906,-58.5237365,96.0,1822.916666666667
apartment,Bs.As. G.B.A. Zona Oeste,Ciudadela,-34.6423992,-58.53401089999999,51.0,1516.2941176470588
apartment,Bs.As. G.B.A. Zona Oeste,Ciudadela,-34.6423992,-58.53401089999999,72.0,1505.833333333333
apartment,Capital Federal,Nuñez,-34.548018299999995,-58.46630940000001,42.0,2904.761904761905
apartment,Capital Federal,Caballito,-34.613367636599996,-58.4359897362,41.0,2170.731707317073
apartment,Córdoba,Córdoba,-31.4103674,-64.1577919,45.0,1222.2222222222224
house,Bs.As. G.B.A. Zona Sur,Temperley,-34.7674721,-58.38000200000001,310.0,661.2903225806451
apartment,Capital Federal,Villa Luro,-34.6395938,-58.50066429999999,97.0,2319.587628865979
apartment,Capital Federal,Recoleta,-34.5861024664,-58.38744689600001,42.0,4285.714285714285
apartment,Capital Federal,Villa del Parque,-34.6102930976,-58.4886626005,52.0,2209.6153846153848
apartment,Capital Federal,Caballito,-34.620326,-58.445012,65.0,2230.769230769231
house,Bs.As. G.B.A. Zona Sur,Ezeiza,-34.87623,-58.5505853,250.0,1272.0
apartment,Capital Federal,Belgrano,-34.573331225,-58.4383358655,58.0,3431.0344827586205
apartment,Tierra Del Fuego,Tierra Del Fuego,-53.7641149,-67.7230283,95.0,997.699052631579
apartment,Bs.As. G.B.A. Zona Sur,Almirante Brown,-34.80003320000001,-58.3936497,69.0,2391.304347826087
house,Tierra Del Fuego,Río Grande,-53.77300570000001,-67.70997440000001,332.0,837.3493975903615
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6074817,-58.5604249,280.0,714.2857142857142
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6010175,-58.5744802,243.0,617.2839506172841
apartment,Bs.As. G.B.A. Zona Oeste,Santos Lugares,-34.6015809,-58.5485231,28.0,1607.142857142857
PH,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.5830136,-58.59917539999999,225.0,577.7777777777778
apartment,Capital Federal,Belgrano,-34.560880126,-58.452126713599995,98.0,2448.9795918367345
apartment,Capital Federal,Villa Luro,-34.6418411,-58.4953335,50.0,2200.0
apartment,Capital Federal,Belgrano,-34.5799256,-58.4938331,72.0,2291.6666666666665
apartment,Capital Federal,Villa Luro,-34.6395739386,-58.50706030479999,54.0,2592.592592592593
house,Bs.As. G.B.A. Zona Sur,San Jose,-34.7803472,-58.3219454,500.0,360.0
apartment,Capital Federal,Nuñez,-34.548018299999995,-58.46630940000001,58.0,2482.7586206896553
apartment,Capital Federal,Caballito,-34.624152069000004,-58.4499728739,70.0,2200.0
apartment,Capital Federal,San Telmo,-34.6244995086,-58.37385987729999,59.0,2033.8644067796606
store,Capital Federal,Recoleta,-34.5925256811,-58.4112348675,154.0,1525.9740259740258
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,61.0,2786.8852459016393
house,Bs.As. G.B.A. Zona Oeste,Bs.As. G.B.A. Zona Oeste,-34.65595089999999,-58.634363,132.0,909.0909090909092
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,36.0,2361.1111111111113
apartment,Capital Federal,Palermo,-34.5780209179,-58.434967162700005,143.0,2167.832167832168
apartment,Capital Federal,Palermo,-34.5780209179,-58.434967162700005,50.0,3500.0
PH,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.67442379999999,-58.3557309,188.0,1143.6170212765958
apartment,Capital Federal,Barrio Norte,-34.5855610576,-58.4060079853,134.0,2686.567164179105
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.9446129438,-57.9703545579,80.0,1250.0
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.935065,-57.9432583,51.0,1568.6274509803925
apartment,Capital Federal,Palermo,-34.5779962586,-58.4351789945,41.0,3110.8780487804884
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,61.0,2950.8196721311474
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.9179235282,-57.9673302546,50.0,1780.0
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,61.0,2868.852459016393
apartment,Capital Federal,Palermo,-34.5779962586,-58.4351789945,38.0,3230.921052631579
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,66.0,2651.5151515151515
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,66.0,2575.757575757576
apartment,Capital Federal,Retiro,-34.5967833113,-58.381507481899995,41.0,2609.756097560976
apartment,Bs.As. G.B.A. Zona Sur,Temperley,-34.779777200000005,-58.3983957,102.0,1176.4705882352941
apartment,Capital Federal,Villa Urquiza,-34.5776381465,-58.481377888699996,80.0,3000.0
apartment,Capital Federal,Caballito,-34.6278969554,-58.450448971099995,136.0,1691.1764705882354
apartment,Capital Federal,Nuñez,-34.5442035608,-58.4611105774,80.0,4375.0
apartment,Capital Federal,Recoleta,-34.5944986,-58.3975822,54.0,3424.074074074074
apartment,Capital Federal,Palermo,-34.596813299999994,-58.4129891,42.0,3045.238095238096
apartment,Capital Federal,Las Cañitas,-34.5686821,-58.431599,102.0,4852.941176470587
house,Capital Federal,Colegiales,-34.579643299999994,-58.4484547,350.0,1614.2857142857142
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,35.0,2285.714285714286
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.917841091599996,-57.96517568220001,101.0,2574.2574257425745
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.930126,-57.9514538,65.0,1692.3076923076926
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.9292774,-57.9392071,45.0,1666.666666666667
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,-34.7247619,-58.2496297,137.0,2481.751824817519
store,Capital Federal,Villa Crespo,-34.5943498591,-58.437168175299995,200.0,4740.0
house,Bs.As. G.B.A. Zona Sur,Esteban Echeverría,-34.8863506,-58.5050417,290.0,2137.9310344827586
apartment,Capital Federal,Caballito,-34.6109124529,-58.4304616493,32.0,2759.375
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,63.0,2857.142857142857
apartment,Capital Federal,Villa Luro,-34.6403344087,-58.511031564899994,63.0,2777.777777777778
store,Bs.As. G.B.A. Zona Sur,Lanús,-34.7139526,-58.3930548,100.0,1800.0
store,Bs.As. G.B.A. Zona Sur,Lanús,-34.7143147,-58.3931279,590.0,762.7118644067798
apartment,Capital Federal,Villa Luro,-34.6409439178,-58.5117941938,110.0,2636.3636363636365
apartment,Capital Federal,Barrio Norte,-34.596967690599996,-58.411815974,70.0,2571.428571428572
apartment,Capital Federal,Mataderos,-34.6530683936,-58.5120320346,49.0,2244.8979591836733
apartment,Capital Federal,Monserrat,-34.6144178157,-58.378933809399996,55.0,1636.3636363636365
apartment,Capital Federal,Mataderos,-34.6530683936,-58.5120320346,63.0,1825.3968253968253
apartment,Capital Federal,Monserrat,-34.6144178157,-58.378933809399996,59.0,1711.8644067796606
apartment,Capital Federal,Mataderos,-34.6530683936,-58.5120320346,52.0,2211.5384615384614
house,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.547588899999994,-58.681586,300.0,333.3333333333333
house,Bs.As. G.B.A. Zona Norte,José C Paz,-34.526956799999994,-58.73859010000001,196.0,433.6734693877551
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5387844,-58.7044041,60.0,1500.0
house,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.5584676,-58.6768605,250.0,1000.0
apartment,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.5565986,-58.6911698,95.0,1242.1052631578948
apartment,Bs.As. G.B.A. Zona Norte,Muñiz,-34.5460477,-58.7033973,120.0,1750.0
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5373284,-58.71097020000001,25.0,1278.7076
store,Bs.As. G.B.A. Zona Norte,San Miguel,-34.546522700000004,-58.70443760000001,17.0,2941.1764705882347
apartment,Bs.As. G.B.A. Zona Norte,Muñiz,-34.5477899,-58.69652410000001,60.0,1750.0
house,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.5614088,-58.703687,120.0,916.6666666666664
apartment,Capital Federal,Belgrano,-34.5598362155,-58.464159905200006,37.0,3243.2432432432433
store,Bs.As. G.B.A. Zona Norte,San Miguel,-34.545179600000004,-58.70613270000001,655.0,1450.3816793893134
house,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5482669,-58.72242610000001,400.0,625.0
apartment,Capital Federal,Mataderos,-34.6530683936,-58.5120320346,92.0,1467.391304347826
house,Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,-34.4919546,-58.6911324,210.0,547.6190476190476
house,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5483941,-58.7316407,300.0,333.3333333333333
apartment,Neuquén,Villa La Angostura,-40.75248660000001,-71.6635145,86.0,1930.2325581395346
store,Capital Federal,Flores,-34.6338012906,-58.4698683195,111.0,1891.891891891892
apartment,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.6635247,-58.3649325,133.0,1954.8872180451126
apartment,Bs.As. G.B.A. Zona Sur,Sarandi,-34.6763883,-58.348069,72.0,1875.0
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,58.0,1275.8620689655172
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,48.0,1697.916666666667
apartment,Capital Federal,Palermo,-34.57859791,-58.4355533178,35.0,3000.0
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,47.0,1734.0425531914893
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,58.0,1275.8620689655172
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,45.0,1555.5555555555554
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,45.0,1577.7777777777774
house,Bs.As. G.B.A. Zona Oeste,Ciudadela,-34.6295738,-58.5402605,274.0,328.46715328467155
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6145566,-58.5605841,286.0,437.06293706293707
PH,Bs.As. G.B.A. Zona Oeste,Ciudadela,-34.6373576,-58.53778199999999,204.0,612.7450980392158
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6474775,-58.54021820000001,303.0,445.5445544554456
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.004113535500004,-57.551484257,135.0,2518.518518518519
store,Capital Federal,Villa Crespo,-34.5936666986,-58.4360862329,197.0,4609.137055837564
apartment,Bs.As. G.B.A. Zona Sur,Temperley,-34.771224,-58.395686,48.0,2229.1666666666665
store,Capital Federal,Villa Crespo,-34.5936666986,-58.4360862329,186.0,4645.161290322581
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,45.0,1600.0
apartment,Capital Federal,Almagro,-34.603636,-58.41776700000001,88.0,2215.909090909091
PH,Bs.As. G.B.A. Zona Sur,Temperley,-34.7821307,-58.4157403,38.0,1394.7368421052633
house,Chubut,Comodoro Rivadavia,-45.8377262971,-67.5010827361,160.0,2375.0
house,Chubut,Comodoro Rivadavia,-45.8152658,-67.4558196,200.0,1500.0
store,Capital Federal,Villa Crespo,-34.5930686966,-58.434860402,113.0,5752.212389380531
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,50.0,1640.0
PH,Capital Federal,Villa del Parque,-34.6168883421,-58.4753538915,240.0,1000.0
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,50.0,1660.0
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,50.0,1680.0
apartment,Capital Federal,Colegiales,-34.5757080224,-58.4588269492,34.0,2720.5882352941176
apartment,Bs.As. G.B.A. Zona Sur,Temperley,-34.7743446,-58.3933433,70.0,2214.285714285714
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,45.0,1555.5555555555554
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,45.0,1577.7777777777774
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,45.0,1600.0
house,Bs.As. G.B.A. Zona Norte,Olivos,-34.5069506,-58.5089294,265.0,1094.3396226415093
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,54.0,1564.8148148148148
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,54.0,1592.5925925925924
store,Capital Federal,Palermo,-34.57859791,-58.4355533178,283.0,2190.8127208480564
apartment,Capital Federal,Belgrano,-34.5563866925,-58.461898274,40.0,2625.0
apartment,Capital Federal,Villa Crespo,-34.591181911199996,-58.4390936054,56.0,2410.714285714286
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,34.0,1647.0588235294117
PH,Capital Federal,Belgrano,-34.572543542,-58.4697208393,130.0,2884.615384615385
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,34.0,1676.470588235294
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,54.0,1555.5555555555554
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,54.0,1574.0740740740741
apartment,Capital Federal,Palermo,-34.5841275515,-58.4127535076,78.0,2692.3076923076924
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,54.0,1583.333333333333
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7573182,-58.3980813,146.0,1643.835616438356
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,96.0,1406.25
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,52.0,1653.8461538461538
house,Capital Federal,Flores,-34.6304138083,-58.454791318599995,325.0,1535.3846153846155
apartment,Capital Federal,Flores,-34.6338012906,-58.4698683195,34.0,1676.470588235294
apartment,Capital Federal,Nuñez,-34.548018299999995,-58.46630940000001,37.0,2972.972972972973
apartment,Capital Federal,Caballito,-34.627151847,-58.4374105072,45.0,2888.888888888889
apartment,Capital Federal,Nuñez,-34.548018299999995,-58.46630940000001,42.0,2857.142857142857
apartment,Capital Federal,Nuñez,-34.548018299999995,-58.46630940000001,112.0,3151.785714285714
apartment,Capital Federal,Capital Federal,-34.622131224600004,-58.526529758900004,97.0,1835.0515463917527
apartment,Capital Federal,Nuñez,-34.548018299999995,-58.46630940000001,112.0,3089.285714285714
apartment,Capital Federal,Capital Federal,-34.6023412964,-58.3765952374,89.0,1404.4943820224719
apartment,Capital Federal,Villa Luro,-34.6379014309,-58.5088351998,54.0,1648.1481481481478
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7594053,-58.4098997,88.0,1704.5454545454545
apartment,Capital Federal,Saavedra,-34.542889427199995,-58.480793876499995,43.0,1976.7441860465121
apartment,Capital Federal,Saavedra,-34.542889427199995,-58.480793876499995,43.0,2023.2558139534885
apartment,Capital Federal,Monserrat,-34.6140051783,-58.3789571824,91.0,1813.1868131868127
apartment,Capital Federal,Belgrano,-34.5563866925,-58.461898274,42.0,2659.5238095238096
apartment,Capital Federal,Belgrano,-34.5536221002,-58.4541495933,37.0,3108.108108108108
apartment,Capital Federal,Belgrano,-34.5536221002,-58.4541495933,37.0,3108.108108108108
apartment,Capital Federal,Belgrano,-34.5644025194,-58.46302554060001,46.0,3152.1739130434785
apartment,Capital Federal,Belgrano,-34.5563866925,-58.461898274,40.0,2700.0
apartment,Capital Federal,Belgrano,-34.5688407,-58.4469304524,145.0,3586.206896551724
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,34.0,2558.8235294117653
apartment,Capital Federal,Belgrano,-34.5563866925,-58.461898274,46.0,2695.6521739130435
house,Capital Federal,Nuñez,-34.555181587,-58.4744701099,162.0,1790.1234567901236
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,35.0,2428.5714285714284
apartment,Capital Federal,Boca,-34.6327256343,-58.360302655299996,72.0,1875.0
apartment,Capital Federal,Belgrano,-34.5563866925,-58.461898274,42.0,2619.0476190476197
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,60.0,2483.333333333333
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,35.0,2457.142857142857
apartment,Capital Federal,Parque Patricios,-34.6312593495,-58.409621637700006,53.0,1584.9056603773583
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,60.0,2533.333333333333
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,85.0,2835.2941176470586
PH,Capital Federal,Liniers,-34.6485995018,-58.525212536400005,64.0,1953.125
apartment,Bs.As. G.B.A. Zona Sur,Banfield,-34.7490742,-58.4047968,50.0,2160.0
apartment,Capital Federal,Belgrano,-34.5563866925,-58.461898274,40.0,2650.0
apartment,Bs.As. G.B.A. Zona Sur,Banfield,-34.7490742,-58.4047968,30.0,2166.6666666666665
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,85.0,2894.1176470588234
apartment,Capital Federal,Villa Luro,-34.6414922386,-58.519315282200004,35.0,1439.6277142857143
apartment,Capital Federal,Belgrano,-34.5563866925,-58.461898274,46.0,2630.4347826086955
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,85.0,2952.9411764705883
apartment,Capital Federal,Villa Luro,-34.6414922386,-58.519315282200004,59.0,1552.498813559322
apartment,Capital Federal,Belgrano,-34.5563866925,-58.461898274,40.0,2540.0
apartment,Capital Federal,Villa Luro,-34.6414922386,-58.519315282200004,59.0,1732.4579661016946
apartment,Capital Federal,Villa Urquiza,-34.5730963619,-58.4810694892,60.0,2433.333333333333
apartment,Capital Federal,Almagro,-34.6045819776,-58.4244031387,56.0,2142.8571428571427
store,Capital Federal,Coghlan,-34.559567019,-58.4729837182,180.0,2000.0
store,Capital Federal,Palermo,-34.5948474805,-58.440148315900004,120.0,4333.333333333333
apartment,Capital Federal,Coghlan,-34.5623122454,-58.466440075200005,38.0,2973.684210526316
apartment,Capital Federal,Coghlan,-34.5636639825,-58.4731096295,125.0,2480.0
apartment,Capital Federal,Colegiales,-34.5695836997,-58.4490712404,42.0,2595.2380952380954
apartment,Capital Federal,Balvanera,-34.6033184263,-58.3968191513,32.0,2187.5
apartment,Capital Federal,Colegiales,-34.573942694,-58.4550070754,71.0,2843.679295774648
apartment,Capital Federal,Colegiales,-34.573706871999995,-58.4496741055,38.0,2565.7894736842104
apartment,Capital Federal,Parque Patricios,-34.6313137431,-58.406225103100006,73.0,1438.3561643835615
apartment,Capital Federal,Mataderos,-34.6530683936,-58.5120320346,96.0,1750.0
apartment,Capital Federal,Nuñez,-34.5400674863,-58.470684056,42.0,2095.2380952380954
apartment,Capital Federal,Coghlan,-34.5618543342,-58.4675264812,38.0,3015.7894736842104
apartment,Capital Federal,Coghlan,-34.5594222175,-58.4726361558,95.0,2610.5263157894738
apartment,Capital Federal,Coghlan,-34.5618543342,-58.4675264812,38.0,3065.7894736842104
apartment,Capital Federal,Coghlan,-34.5618543342,-58.4675264812,41.0,3329.268292682927
store,Capital Federal,Palermo,-34.5735693694,-58.438418622700006,57.0,7017.543859649124
apartment,Capital Federal,Coghlan,-34.5618543342,-58.4675264812,41.0,3378.0487804878053
apartment,Capital Federal,Balvanera,-34.6509843486,-58.4445985113,40.0,1800.0
apartment,Capital Federal,Coghlan,-34.5618543342,-58.4675264812,51.0,3352.9411764705883
apartment,Capital Federal,Coghlan,-34.5618543342,-58.4675264812,51.0,3382.3529411764707
apartment,Capital Federal,Coghlan,-34.5618543342,-58.4675264812,54.0,2814.8148148148152
apartment,Capital Federal,Nuñez,-34.5559603531,-58.46612543609999,50.0,3180.0
apartment,Capital Federal,Villa Crespo,-34.5979625063,-58.4448839671,59.0,2118.64406779661
apartment,Capital Federal,Villa Crespo,-34.5979625063,-58.4448839671,110.0,1727.2727272727273
apartment,Capital Federal,Villa Crespo,-34.5979625063,-58.4448839671,90.0,1888.888888888889
house,Capital Federal,Coghlan,-34.5631755157,-58.4798236302,280.0,1732.142857142857
apartment,Capital Federal,Capital Federal,-34.6428675967,-58.437659974300004,72.0,1484.615833333333
apartment,Capital Federal,Caballito,-34.6306813987,-58.3549564938,72.0,2013.888888888889
apartment,Capital Federal,Capital Federal,-34.6428675967,-58.437659974300004,127.0,1444.0371653543307
apartment,Capital Federal,Palermo,-34.5816856905,-58.4152088845,119.0,3067.2268907563025
apartment,Capital Federal,Villa Crespo,-34.598988672800004,-58.4290158496,56.0,2767.857142857143
apartment,Capital Federal,Saavedra,-34.542889427199995,-58.480793876499995,67.0,1567.1641791044776
apartment,Capital Federal,Boca,-34.6327256343,-58.360302655299996,76.0,1776.3157894736844
apartment,Capital Federal,Saavedra,-34.542889427199995,-58.480793876499995,48.0,1770.833333333333
apartment,Capital Federal,Barrio Norte,-34.5945094238,-58.402476056000005,86.0,2209.3023255813955
apartment,Capital Federal,Recoleta,-34.5945369517,-58.397223573199994,110.0,2363.6363636363635
apartment,Capital Federal,Belgrano,-34.5644819931,-58.4559276064,138.0,2572.463768115942
store,Capital Federal,Nuñez,-34.551253283899996,-58.469294897299996,115.0,2217.391304347826
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,45.0,1866.666666666667
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,39.0,1820.5128205128208
store,Capital Federal,Constitución,-34.6199867759,-58.3872119244,191.0,968.5863874345547
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,37.0,1864.8648648648648
apartment,Capital Federal,Palermo,-34.5782924979,-58.423535225500004,60.0,3416.666666666666
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,44.0,1863.6363636363642
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,38.0,1894.7368421052633
apartment,Capital Federal,Recoleta,-34.5938684253,-58.39298163220001,75.0,4200.0
apartment,Capital Federal,Caballito,-34.6169212043,-58.444496835100004,42.0,2333.333333333333
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,38.0,1921.0526315789475
apartment,Capital Federal,Caballito,-34.6169212043,-58.444496835100004,41.0,2341.4634146341464
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,37.0,1945.945945945946
apartment,Capital Federal,Palermo,-34.580397247,-58.425453331099995,47.0,3617.0212765957453
apartment,Capital Federal,Caballito,-34.6132650602,-58.4281516089,94.0,2106.3829787234044
apartment,Capital Federal,Palermo,-34.5852861631,-58.4159147176,45.0,4333.333333333333
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,63.0,1349.2063492063492
apartment,Capital Federal,Retiro,-34.5929269469,-58.37847568270001,125.0,2960.0
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,69.0,1101.4492753623188
apartment,Capital Federal,San Telmo,-34.616290131999996,-58.377411315299994,90.0,2111.1111111111113
apartment,Capital Federal,Almagro,-34.602651606100004,-58.42716911310001,47.0,2723.404255319149
apartment,Capital Federal,San Telmo,-34.616290131999996,-58.377411315299994,69.0,2376.8115942028985
apartment,Capital Federal,Almagro,-34.602651606100004,-58.42716911310001,47.0,2659.5744680851058
house,Capital Federal,Floresta,-34.6329983666,-58.4821182433,300.0,1800.0
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,65.0,1138.4615384615386
apartment,Capital Federal,Flores,-34.619965540100004,-58.4627753437,78.0,1782.051282051282
apartment,Capital Federal,Almagro,-34.602651606100004,-58.42716911310001,47.0,2659.5744680851058
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,69.0,1760.8695652173913
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,67.0,1813.4328358208954
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,67.0,1843.2835820895525
apartment,Capital Federal,Caballito,-34.6278237725,-58.4482772737,125.0,3676.0
apartment,Capital Federal,Caballito,-34.6278237725,-58.4482772737,48.0,3306.25
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,67.0,1873.134328358209
apartment,Capital Federal,Caballito,-34.630098601,-58.4473869948,51.0,2549.019607843137
house,Capital Federal,Floresta,-34.6396540891,-58.47361310000001,500.0,1370.0
apartment,Capital Federal,Recoleta,-34.6018228848,-58.3894188043,75.0,2266.6666666666665
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,45.0,1844.4444444444448
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,45.0,1877.7777777777771
apartment,Capital Federal,Caballito,-34.6260557213,-58.435984183500004,143.0,3272.7272727272725
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,48.0,1739.583333333333
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,48.0,1791.666666666667
apartment,Capital Federal,Caballito,-34.6127878516,-58.4382772427,44.0,2227.2727272727275
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,48.0,1822.916666666667
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,48.0,1854.166666666667
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,40.0,1800.0
apartment,Capital Federal,Belgrano,-34.5557000123,-58.4484022328,64.0,2640.625
store,Capital Federal,Villa Crespo,-34.5936141168,-58.437791313199995,200.0,2100.0
apartment,Capital Federal,Caballito,-34.629417228,-58.452102358999994,35.0,2371.428571428572
apartment,Capital Federal,Caballito,-34.629417228,-58.452102358999994,58.0,2500.0
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,40.0,1825.0
apartment,Capital Federal,Palermo,-34.594289664899996,-58.430215947600004,49.0,2306.122448979592
apartment,Capital Federal,Caballito,-34.6209554869,-58.432592273900006,115.0,3113.043478260869
apartment,Capital Federal,San Cristobal,-34.6218251568,-58.4059993027,40.0,1850.0
apartment,Capital Federal,Flores,-34.628489893499996,-58.4570133209,88.0,1556.8181818181818
apartment,Capital Federal,Caballito,-34.6272659821,-58.437268043100005,47.0,3234.0425531914893
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7693269,-58.4211572,149.0,1208.0536912751675
apartment,Capital Federal,Caballito,-34.629417228,-58.452102358999994,35.0,2342.857142857143
apartment,Capital Federal,Palermo,-34.5835144624,-58.433677824499995,100.0,3500.0
apartment,Capital Federal,Flores,-34.6259937921,-58.4700870566,102.0,1568.6274509803925
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,45.0,1955.555555555556
apartment,Capital Federal,Recoleta,-34.5887239523,-58.395510578999996,30.0,5000.0
apartment,Capital Federal,Flores,-34.6303971252,-58.46358902229999,42.0,1964.2857142857144
apartment,Capital Federal,San Telmo,-34.6268104317,-58.372436586899994,133.0,2969.9248120300763
apartment,Capital Federal,Villa Crespo,-34.6013279307,-58.439300225,24.0,2666.6666666666665
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,38.0,1947.3684210526321
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,44.0,1954.5454545454545
apartment,Capital Federal,Recoleta,-34.5901581398,-58.3918839228,90.0,2555.555555555556
apartment,Capital Federal,Villa Urquiza,-34.567965276399995,-58.4865942604,60.0,1916.666666666667
apartment,Capital Federal,Palermo,-34.5705468205,-58.4344966716,45.0,5333.333333333333
apartment,Capital Federal,Almagro,-34.6213482616,-58.4203806533,37.0,1972.972972972973
apartment,Santa Fe,Rosario,-32.937035800000004,-60.677219,35.0,1676.1005714285716
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7643309,-58.41225179999999,222.0,1261.2612612612613
apartment,Capital Federal,Villa Urquiza,-34.567965276399995,-58.4865942604,51.0,2156.8627450980393
apartment,Capital Federal,Belgrano,-34.5600176,-58.466872,31.0,2864.064516129032
house,Bs.As. G.B.A. Zona Sur,Banfield,-34.7448954,-58.4021894,140.0,1857.142857142857
apartment,Santa Fe,Rosario,-32.937035800000004,-60.677219,53.0,1399.975471698113
